label,hand,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
M,Right,0.29111599922180176,0.6528655290603638,-3.6111282497586217e-07,0.3467477262020111,0.6284205317497253,-0.03417467325925827,0.3871878385543823,0.5544488430023193,-0.047369442880153656,0.39279574155807495,0.48547062277793884,-0.05739414319396019,0.375741183757782,0.4374968409538269,-0.06328538060188293,0.3762292265892029,0.4557427763938904,-0.01944308914244175,0.36899513006210327,0.4307306408882141,-0.05909515544772148,0.35353124141693115,0.50201016664505,-0.0818653553724289,0.3448876142501831,0.5570143461227417,-0.08968055993318558,0.3295169472694397,0.44728463888168335,-0.014441804960370064,0.32571589946746826,0.42003384232521057,-0.06029156595468521,0.31508201360702515,0.510523796081543,-0.07118357717990875,0.31222930550575256,0.575107753276825,-0.06516021490097046,0.2855539619922638,0.45356494188308716,-0.015967806801199913,0.27987363934516907,0.4271220862865448,-0.061228178441524506,0.2797389030456543,0.5136391520500183,-0.0568528026342392,0.2844234108924866,0.5729268789291382,-0.03968619927763939,0.24567431211471558,0.4726669490337372,-0.019943930208683014,0.24303023517131805,0.4604279100894928,-0.05461838096380234,0.2503918409347534,0.5231617093086243,-0.052621256560087204,0.26126065850257874,0.5636264085769653,-0.040002938359975815
M,Right,0.2905563712120056,0.6559586524963379,-3.6071347153665556e-07,0.344274640083313,0.6394708156585693,-0.03860154375433922,0.3834986686706543,0.5794370174407959,-0.05698500946164131,0.38629552721977234,0.5194169878959656,-0.0713067427277565,0.3704385757446289,0.4794212579727173,-0.08074141293764114,0.3859913945198059,0.46360644698143005,-0.027285495772957802,0.3793764114379883,0.43494343757629395,-0.06878484040498734,0.360029935836792,0.5067130327224731,-0.09134962409734726,0.3492022156715393,0.5604500770568848,-0.09898167848587036,0.3379344940185547,0.4535960555076599,-0.021111613139510155,0.3348073661327362,0.42088979482650757,-0.06960317492485046,0.32146960496902466,0.5142876505851746,-0.08004313707351685,0.3172430992126465,0.578153133392334,-0.07303823530673981,0.29246535897254944,0.45768794417381287,-0.021509569138288498,0.28725582361221313,0.42813950777053833,-0.06795766949653625,0.2854114770889282,0.5173842906951904,-0.062496356666088104,0.28836527466773987,0.5766575336456299,-0.044174257665872574,0.2507656514644623,0.4754137396812439,-0.024676017463207245,0.24845796823501587,0.45909085869789124,-0.059094347059726715,0.2549762725830078,0.5221997499465942,-0.0560881532728672,0.2647587060928345,0.5620566010475159,-0.042645491659641266
M,Right,0.2902947962284088,0.6538441777229309,-3.242845991735521e-07,0.3453275263309479,0.6370359659194946,-0.0375535823404789,0.3855697512626648,0.5755079984664917,-0.05478455498814583,0.3932441174983978,0.5168881416320801,-0.06862680613994598,0.37716376781463623,0.4765050709247589,-0.07782178372144699,0.3828078508377075,0.4636107087135315,-0.025764642283320427,0.37759149074554443,0.4348260462284088,-0.06868348270654678,0.35932016372680664,0.5070286393165588,-0.09269723296165466,0.3483125865459442,0.5625976324081421,-0.10089448094367981,0.3355887234210968,0.4525972008705139,-0.020740913227200508,0.3328979015350342,0.4178837239742279,-0.0704348087310791,0.3199632465839386,0.5102041959762573,-0.08183840662240982,0.3160642683506012,0.5751393437385559,-0.07497476041316986,0.29071182012557983,0.4563162624835968,-0.022483181208372116,0.28524667024612427,0.4293484091758728,-0.0703812763094902,0.2841259837150574,0.5181336402893066,-0.06568343937397003,0.2887968122959137,0.5769685506820679,-0.04722992703318596,0.2506013512611389,0.47328314185142517,-0.027013573795557022,0.2482280433177948,0.4583796560764313,-0.06132258474826813,0.25448349118232727,0.5205395817756653,-0.058122340589761734,0.265166699886322,0.559812605381012,-0.04452865570783615
M,Right,0.2968713641166687,0.6565154790878296,-2.716454332585272e-07,0.3466118276119232,0.6454359889030457,-0.04188022390007973,0.3836563527584076,0.5978924036026001,-0.06579295545816422,0.3897293210029602,0.5526877641677856,-0.08606873452663422,0.3813452422618866,0.5243560075759888,-0.10140949487686157,0.3931806981563568,0.46667617559432983,-0.031706709414720535,0.38748228549957275,0.44010424613952637,-0.07828464359045029,0.36735057830810547,0.5110333561897278,-0.1051255539059639,0.3549644351005554,0.5648109912872314,-0.11525961756706238,0.34434032440185547,0.4549117684364319,-0.026450710371136665,0.3421102464199066,0.42284685373306274,-0.07933229207992554,0.32792139053344727,0.5169247388839722,-0.09239719808101654,0.323262095451355,0.5812336206436157,-0.08662258088588715,0.29765406250953674,0.4579527974128723,-0.028291577473282814,0.29372715950012207,0.431252121925354,-0.07794386148452759,0.29122045636177063,0.520943820476532,-0.07343734800815582,0.29381462931632996,0.5796924829483032,-0.05516568943858147,0.255330890417099,0.47516781091690063,-0.03328776732087135,0.2534645199775696,0.4616481065750122,-0.06867244094610214,0.26029539108276367,0.5262327790260315,-0.06528378278017044,0.27064695954322815,0.5665410161018372,-0.05141781270503998
M,Right,0.30048635601997375,0.6596944332122803,-2.956992091185384e-07,0.35184136033058167,0.6460097432136536,-0.04151778295636177,0.3897045850753784,0.5911670923233032,-0.06323368847370148,0.39191022515296936,0.5373014807701111,-0.08108595013618469,0.3793291449546814,0.5009228587150574,-0.09352318942546844,0.39730992913246155,0.46863794326782227,-0.029966887086629868,0.39353081583976746,0.4387955069541931,-0.07540875673294067,0.37243330478668213,0.5109914541244507,-0.09985878318548203,0.3598555028438568,0.5644606947898865,-0.10813950002193451,0.3481810688972473,0.45695334672927856,-0.024316618219017982,0.3477346897125244,0.4223085939884186,-0.07745599001646042,0.3324912488460541,0.517835795879364,-0.08929003030061722,0.32794174551963806,0.5811706185340881,-0.08196107298135757,0.30184701085090637,0.45983535051345825,-0.025845592841506004,0.2982674837112427,0.42997267842292786,-0.07594133168458939,0.295135498046875,0.5206965208053589,-0.07051967084407806,0.2981545031070709,0.5789124965667725,-0.05117158964276314,0.2592218220233917,0.47676798701286316,-0.030444884672760963,0.2570319175720215,0.4616813063621521,-0.06622330099344254,0.26370829343795776,0.5257877111434937,-0.06290160119533539,0.27486878633499146,0.5649917721748352,-0.048761047422885895
M,Right,0.3037469685077667,0.6600002646446228,-3.1318376159106265e-07,0.3567342162132263,0.6438877582550049,-0.0400826521217823,0.39746737480163574,0.5841424465179443,-0.059420306235551834,0.40426915884017944,0.5257431864738464,-0.07512353360652924,0.39653679728507996,0.4829793870449066,-0.08560056239366531,0.398735910654068,0.46803849935531616,-0.027682771906256676,0.3967428505420685,0.4397987127304077,-0.07334376871585846,0.37731507420539856,0.5113162994384766,-0.0979953333735466,0.36458122730255127,0.5663431286811829,-0.10606122016906738,0.3505994379520416,0.4553849697113037,-0.022329585626721382,0.352123886346817,0.41907215118408203,-0.07524437457323074,0.33695855736732483,0.5133230090141296,-0.08696603029966354,0.33172738552093506,0.578122615814209,-0.07937606424093246,0.3047911822795868,0.45792585611343384,-0.024201832711696625,0.3021920919418335,0.42887169122695923,-0.0747898519039154,0.29889795184135437,0.5195144414901733,-0.06936020404100418,0.30176591873168945,0.5784347653388977,-0.0497022420167923,0.2622041702270508,0.474465936422348,-0.029021162539720535,0.2606658339500427,0.45998066663742065,-0.06565031409263611,0.26706594228744507,0.5248540043830872,-0.06244341656565666,0.2778298258781433,0.565087616443634,-0.048120710998773575
M,Right,0.303110808134079,0.6605095267295837,-2.957626463739871e-07,0.3531000018119812,0.650230884552002,-0.038007576018571854,0.3919902443885803,0.603722333908081,-0.0593874529004097,0.40100932121276855,0.5610157251358032,-0.07800234854221344,0.39687252044677734,0.531715452671051,-0.09184806048870087,0.4018379747867584,0.47138798236846924,-0.028181372210383415,0.40197059512138367,0.43973037600517273,-0.07267803698778152,0.3819432556629181,0.5107807517051697,-0.0978178009390831,0.36808517575263977,0.5658115744590759,-0.10668922960758209,0.3536062240600586,0.4576905071735382,-0.024213703349232674,0.35606619715690613,0.4191395044326782,-0.07473333179950714,0.34004679322242737,0.5139403343200684,-0.08680409938097,0.3334418535232544,0.5795434713363647,-0.08048991113901138,0.3068208694458008,0.45949915051460266,-0.026900291442871094,0.3052601218223572,0.42563396692276,-0.07395718991756439,0.3013414144515991,0.5162680149078369,-0.06886066496372223,0.3028032183647156,0.5766381621360779,-0.050493307411670685,0.26361143589019775,0.47612783312797546,-0.03245268389582634,0.2626727819442749,0.45683154463768005,-0.06582494080066681,0.2692106068134308,0.5204743146896362,-0.06173646077513695,0.27957507967948914,0.5615848302841187,-0.04765203967690468
M,Right,0.30465978384017944,0.6610285043716431,-3.094980911555467e-07,0.35693615674972534,0.6474435925483704,-0.039774976670742035,0.39624732732772827,0.5922974944114685,-0.060284651815891266,0.4001985192298889,0.5384385585784912,-0.07747378200292587,0.39088550209999084,0.4972940683364868,-0.08948878198862076,0.4027175307273865,0.46931979060173035,-0.028574269264936447,0.40474891662597656,0.43805131316185,-0.0735945925116539,0.3834174573421478,0.5100357532501221,-0.09837070107460022,0.3686530292034149,0.5655691027641296,-0.10679863393306732,0.35412847995758057,0.45582786202430725,-0.023819109424948692,0.3578990697860718,0.41745850443840027,-0.0759376585483551,0.3409220278263092,0.5121618509292603,-0.08799228817224503,0.3342089354991913,0.5780593156814575,-0.08094727993011475,0.30773040652275085,0.4578723609447479,-0.026073766872286797,0.3067738115787506,0.42598795890808105,-0.07554835081100464,0.3022283911705017,0.5170485377311707,-0.07059676945209503,0.30388033390045166,0.5777312517166138,-0.05153556168079376,0.2646704912185669,0.47475501894950867,-0.03125424683094025,0.26425105333328247,0.45744916796684265,-0.06688631325960159,0.27055615186691284,0.5219190716743469,-0.06352009624242783,0.2811034023761749,0.5633341670036316,-0.04937395453453064
M,Right,0.3041532337665558,0.6614275574684143,-3.250330848914018e-07,0.35658589005470276,0.646506130695343,-0.0385272391140461,0.39601677656173706,0.5896286964416504,-0.05821983888745308,0.4011853039264679,0.5368096232414246,-0.074941486120224,0.3942939043045044,0.5001938343048096,-0.08656395971775055,0.4030514657497406,0.46802762150764465,-0.02687903679907322,0.4050082266330719,0.4359499216079712,-0.07192600518465042,0.38342010974884033,0.5087497234344482,-0.09661895781755447,0.3686424791812897,0.5656039714813232,-0.10478510707616806,0.3542642891407013,0.45476269721984863,-0.022472592070698738,0.35812440514564514,0.41597914695739746,-0.07451704889535904,0.34075450897216797,0.5116683840751648,-0.08608309924602509,0.33413514494895935,0.5781943798065186,-0.0784820169210434,0.30784451961517334,0.4569073021411896,-0.025098713114857674,0.3071938157081604,0.4249376654624939,-0.07439327985048294,0.30200332403182983,0.5167199969291687,-0.06897509843111038,0.3037433624267578,0.5778430104255676,-0.04937339201569557,0.2651124596595764,0.47361522912979126,-0.03059225156903267,0.265058696269989,0.45537862181663513,-0.06561104208230972,0.2704683542251587,0.5198670029640198,-0.06173525005578995,0.2806289494037628,0.5613448023796082,-0.04717598855495453
M,Right,0.3048613369464874,0.6635631322860718,-3.3256966958106204e-07,0.35986068844795227,0.6457943916320801,-0.037364762276411057,0.399692177772522,0.5845339298248291,-0.05578336492180824,0.4015350937843323,0.5283992886543274,-0.07145985960960388,0.39287135004997253,0.48950594663619995,-0.08212743699550629,0.40314334630966187,0.4679763615131378,-0.024589817970991135,0.4064101576805115,0.43476706743240356,-0.06878563016653061,0.38494735956192017,0.5073968172073364,-0.09323790669441223,0.369899719953537,0.565341055393219,-0.1013055220246315,0.3539312779903412,0.455465704202652,-0.02049410529434681,0.35856711864471436,0.4149128794670105,-0.07191530615091324,0.34144648909568787,0.5098952651023865,-0.08384869992733002,0.33455029129981995,0.5779669284820557,-0.07647693902254105,0.30737656354904175,0.45811760425567627,-0.02333049848675728,0.3073350191116333,0.42484772205352783,-0.07246877998113632,0.30267080664634705,0.5166060328483582,-0.06761496514081955,0.3043481409549713,0.579183042049408,-0.04827934876084328,0.2642616331577301,0.47505974769592285,-0.0288847628980875,0.2653321623802185,0.4556901752948761,-0.06398507952690125,0.2713737487792969,0.5204238295555115,-0.06023417040705681,0.28154700994491577,0.5631775856018066,-0.04569406434893608
